text,sentiment
ทรยศ,negative
ถึงฆาต,negative
ทรุด,negative
ท่วม,negative
ท้อ,negative
ทะลึ่ง,negative
ทักท้วง,negative
ทุบ,negative
ทุบตี,negative
เท,negative
เทกระจาด,negative
แทง,negative
แทงใจดำ,negative
นอกใจ,negative
เนรคุณ,negative
บกพร่อง,negative
ร่วงโรย,negative
บด,negative
บ่น,negative
อำเภอใจ,negative
บ่อน,negative
บ่อนทำลาย,negative
บาด,negative
บาดหมาง,negative
บานปลาย,negative
บิด,negative
บิดเบือน,negative
เบน,negative
เบียด,negative
เบียดเบียน,negative
ขี้ข้า,negative
เบื่อ,negative
เบื่อหน้า,negative
โบ้ย,negative
ปฏิเสธ,negative
ปด,negative
ปน,negative
ประจาน,negative
ประจาร,negative
ประชด,negative
ประชดประชัน,negative
ประณาม,negative
ประท้วง,negative
อันตราย,negative
ประมาท,negative
ปรับ,negative
ความผิดพลาด,negative
ถอยหลัง,negative
ปราบ,negative
ปราบปราม,negative
ปลงใจ,negative
ป่วย,negative
ปลงชีวิต,negative
ปลง,negative
ปล้น,negative
ปล้นสะดม,negative
อกตัญญู,negative
อดตาย,negative
อดนอน,negative
อดหลับอดนอน,negative
ความไม่แน่นอน,negative
คว่ำบาตร,negative
คับอกคับใจ,negative
คับแค,negative
คับแคบ,negative
คับแค้น,negative
คับแค้นใจ,negative
คับใจ,negative
คาดโทษ,negative
ปลอม,negative
ปรำ,negative
ยอมแพ้,negative
ปวด,negative
ปลอมปน,negative
ปะทะ,negative
บ้า,negative
ปะปน,negative
เคียดแค้น,negative
ชั่วร้าย,negative
ไม่ทน,negative
หวงห้าม,negative
ปาด,negative
ล้มเหลว,negative
เศร้าโศก,negative
ไม่ยุติธรรม,negative
น่าเวทนา,negative
ความฉิบหาย,negative
ขม,negative
ไม่มีอารมณ์,negative
ทุกข์ยาก,negative
ยากจน,negative
ไม่เพียงพอ,negative
อึดอัด,negative
ตกใจ,negative
ไม่ลงรอยกัน,negative
ขี้ขลาด,negative
เงอะงะ,negative
ลังเล,negative
ฉุนเฉียว,negative
ดื้อดึง,negative
หายไป,negative
เป็นลม,negative
เยาะเย้ย,negative
ปราบปราม,negative
ดูหมิ่น,negative
ชัง,negative
เปลือง,negative
เสแสร้ง,negative
โป๊,negative
ซับซ้อน,negative
ใจร้อน,negative
ผลัก,negative
พังทลาย,negative
พังพินาศ,negative
พังยับเยิน,negative
อกคราก,negative
ขี้อาย,negative
ย่ำแย่,negative
แย่จัง,negative
แย่มาก,negative
ใจลอย,negative
ใจสลาย,negative
เสี่ยง,negative
ขอโทษ,positive
ขอโทษนะ,positive
โทดที,positive
โทดเลย,positive
โทด,positive
เค,neutral
เคเลย,neutral
คือดีอะ,positive
คือดีจริง,positive
คือดีย์,positive
คือดีมากเลย,positive
ดีต่อใจ,positive
ดีต่อใจมาก,positive
ผัด,negative
อกจะแตก,negative
ผัดวันประกันพรุ่ง,negative
ผ่า,negative
เผ่น,negative
เป็นไปไม่ได้,negative
ลืม,negative
ฟุ้งซ่าน,negative
ดรามา,negative
ดราม่า,negative
ไม่ดี,negative
หมดกำลัง,negative
หมดกำลังใจ,negative
หมดความรู้สึก,negative
หมดค่า,negative
หมดจิตหมดใจ,negative
หมดตัว,negative
ให้การเท็จ,negative
เสียกำลัง,negative
เสียกำลังใจ,negative
ความเดือดร้อน,negative
เอาแต่ใจตัวเอง,negative
กตเวที,positive
กตัญญู,positive
กล้า,positive
กรุณา,positive
กันเอง,positive
ขำ,positive
แข็ง,positive
แข็งแกร่ง,positive
แข็งขัน,positive
แข็งแรง,positive
ครื้นครึก,positive
ครึกครื้น,positive
แจ่ม,positive
แจ่มใส,positive
ชัดเจน,positive
ชุ่มชื้น,positive
เชี่ยวชาญ,positive
เด่น,positive
เต็ม,positive
ทันสมัย,positive
ทรหด,positive
แถม,positive
แท้,positive
นวล,positive
น่ารัก,positive
นุ่ม,positive
นูน,positive
เน้น,positive
แน่,positive
แน่ชัด,positive
บริบูรณ์,positive
บวก,positive
เบา,positive
เบาใจ,positive
เบิกบาน,positive
ปราดเปรียว,positive
ประณีต,positive
อดทน,positive
ทน,positive
ฉลาด,positive
ชัดเจน,positive
ตรง,positive
ตงฉิน,positive
โต,positive
แท้,positive
จริง,positive
เน้น,positive
แน่,positive
แน่ชัด,positive
แน่แน่ว,positive
แน่ว,positive
แน่วแน่,positive
บริบูรณ์,positive
บ้องแบ๊ว,positive
เบาใจ,positive
เบิกบาน,positive
ประณีต,positive
ประดิษฐ,positive
ประดิษฐ์,positive
ประหลาด,positive
ปราดเปรียว,positive
ปลั่ง,positive
แปล้,positive
ผ่อง,positive
ผ่องใส,positive
ถูก,positive
พริ้งเพรา,positive
สวยงาม,positive
พะงา,positive
พิทักษ์,positive
พูน,positive
เพราพริ้ง,positive
เพราเพริศ,positive
เพริศแพร้ว,positive
เพริศพราย,positive
เพา,positive
มหา,positive
มอน,positive
มนุญ,positive
มั่งคั่ง,positive
มั่งมี,positive
มั่นคง,positive
ยอดเยี่ยม,positive
เยี่ยม,positive
เยี่ยมยอด,positive
ยุ้ย,positive
รจนา,positive
รอบคอบ,positive
ร่ำรวย,positive
รุ่ง,positive
รุ่งเรือง,positive
รุ่งโรจน์,positive
เร็ว,positive
เร้า,positive
เรือง,positive
ลอยด,positive
ละเอียด,positive
ละมุน,positive
ละมุนละม่อม,positive
ทันสมัย,positive
ล้ำเลิศ,positive
ลึกซึ้ง,positive
เล่อ,positive
แล้,positive
วาว,positive
วิรุฬห์,positive
ศุกร,positive
สดใส,positive
สนิท,positive
สนิทสนม,positive
สบาย,positive
สมจริง,positive
สมบูรณ์,positive
สร้างสรรค์,positive
สวย,positive
สวยงาม,positive
สห,positive
สะดวก,positive
สะอาด,positive
สัณห์,positive
สำรวม,positive
สำเร็จ,positive
สุก,positive
สุข,positive
สุขี,positive
สุภาพ,positive
สูง,positive
สูงส่ง,positive
เสมอ,positive
ใส,positive
หนาแน่น,positive
หนุน,positive
หนุ่มแน่น,positive
เหมาะเจาะ,positive
เหมาะสม,positive
อร่อย,positive
อธิ,positive
ใหญ่โต,positive
อติ,positive
อ่อนโยน,positive
อัศจรรย์,positive
อิฏฐ,positive
อึด,positive
โอชะ,positive
ฮ้อ,positive
เฮง,positive
ฮา,positive
ดี,positive
ดูแลตัวเอง,positive
ดูแลรักษา,positive
ดูแลเอาใจใส่,positive
ดีใจ,positive
หอม,positive
กรวด,positive
อุ่นใจ,positive
อุ้มชู,positive
เข้าตา,positive
เข้าตากรรมการ,positive
กรวดน้ำ,positive
รัก,positive
ชอบ,positive
กราบ,positive
กลับใจ,positive
กอด,positive
การันตี,positive
เหลือเชื่อ,positive
เด่น,positive
งดงาม,positive
ก้าว,positive
ก้าวหน้า,positive
เรียน,positive
กรุ่ม,positive
กล้าหาญ,positive
การันตี,positive
พบ,positive
เจอ,positive
ช่วย,positive
เล่น,positive
อนุมัติ,positive
กตเวที,positive
กตัญญู,positive
กล้า,positive
กรุณา,positive
กันเอง,positive
ขำ,positive
แข็ง,positive
แข็งแกร่ง,positive
แข็งขัน,positive
ปรองดอง,positive
แข็งแรง,positive
ครื้นครึก,positive
รวดเร็ว,positive
ครึกครื้น,positive
แจ่ม,positive
แจ่มใส,positive
ชัดเจน,positive
ชัดแจ้ง,positive
ชัดแจ๋ว,positive
ชัดถ้อยชัดคำ,positive
ชุ่มชื้น,positive
โปรด,positive
นิรโทษ,positive
หวาน,positive
น่ารื่นรมย์,positive
ปาฏิหาริย์,positive
หายาก,positive
เชี่ยวชาญ,positive
เด่น,positive
ไม่เคย,positive
น่ากอด,positive
เต็ม,positive
ทันสมัย,positive
ทรหด,positive
แถม,positive
ความเป็นกลาง,positive
เป็นกลาง,positive
แท้,positive
นวล,positive
ขอบใจ,positive
ขอบคุณ,positive
น่ารัก,positive
นุ่ม,positive
นูน,positive
เน้น,positive
แน่,positive
แน่ชัด,positive
บริบูรณ์,positive
บวก,positive
เบา,positive
เบาใจ,positive
เบิกบาน,positive
ปราดเปรียว,positive
ประณีต,positive
ศานติ,positive
อดทน,positive
ทน,positive
ฉลาด,positive
ประหยัด,positive
คิดถึง,positive
อบอุ่น,positive
ความสุข,positive
สุข,positive
เคารพ,positive
นับถือ,positive
รักษา,positive
ตรง,positive
คำนึงถึง,positive
สรรเสริญ,positive
ติดตาม,positive
ประทับใจ,positive
บำรุง,positive
ซาบซึ้ง,positive
เชื่อฟัง,positive
ตงฉิน,positive
ไม่หวั่น,positive
รอยยิ้ม,positive
ยิ้ม,positive
ประทับใจ,positive
ระวัง,positive
โต,positive
นมัสการ,positive
แท้,positive
จริง,positive
เน้น,positive
แน่,positive
แน่ชัด,positive
แน่แน่ว,positive
แน่ว,positive
ภูมิใจ,positive
มงคล,positive
มงคลสมรส,positive
มหัศจรรย์,positive
มหัศจรรย์ใจ,positive
มีความรู้,positive
มีความยินดี,positive
มีความหวัง,positive
แน่วแน่,positive
บริบูรณ์,positive
บ้องแบ๊ว,positive
เบาใจ,positive
เบิกบาน,positive
ประณีต,positive
ประดิษฐ,positive
ประดิษฐ์,positive
น่าประหลาด,positive
ประหลาด,positive
ปราดเปรียว,positive
ปลั่ง,positive
แปล้,positive
ผ่อง,positive
อดออม,positive
อนุโมทนา,positive
คว้ารางวัล,positive
คุ้มครอง,positive
คุ้มครองรักษา,positive
ทำลายสถิติ,positive
ทำสำเร็จ,positive
ที่เชื่อถือได้,positive
ไม่เป็นอันตราย,positive
ผ่องใส,positive
ถูก,positive
พริ้งเพรา,positive
สวยงาม,positive
พะงา,positive
พิทักษ์,positive
พูน,positive
เพราพริ้ง,positive
เพราเพริศ,positive
เพริศแพร้ว,positive
เพริศพราย,positive
เพา,positive
มหา,positive
มอน,positive
มนุญ,positive
มั่งคั่ง,positive
มั่งมี,positive
มั่นคง,positive
ยอดเยี่ยม,positive
เยี่ยม,positive
เยี่ยมยอด,positive
ยุ้ย,positive
รจนา,positive
เงียบสงบ,positive
ปลอดภัย,positive
ที่ปลอดภัย,positive
ทำบุญ,positive
ทำบุญทำทาน,positive
หยุดนิ่ง,positive
เงียบสงบ,positive
รักสงบ,positive
มากมาย,positive
ตกลง,positive
ซื่อสัตย์,positive
เป็นกันเอง,positive
รอบคอบ,positive
ร่ำรวย,positive
โดดเด่น,positive
ตามควร,positive
รุ่ง,positive
รุ่งเรือง,positive
รุ่งโรจน์,positive
ขยันหมั่นเพียร,positive
มีประสิทธิภาพ,positive
เร็ว,positive
เร้า,positive
เรือง,positive
ลอยด,positive
ละเอียด,positive
ละมุน,positive
ละมุนละม่อม,positive
ทันสมัย,positive
ล้ำเลิศ,positive
ลึกซึ้ง,positive
เล่อ,positive
แล้,positive
ความชื่นชม,positive
ความชื่นชมยินดี,positive
ความชื่นชอบ,positive
ความชื่นบาน,positive
ความดี,positive
ความดีงาม,positive
ความดีใจ,positive
ความทัดเทียม,positive
วาว,positive
วิรุฬห์,positive
เสถียรภาพ,positive
ชนะ,positive
เสริมสร้าง,positive
ความแข็งแรง,positive
สร้าง,positive
เพลิดเพลิน,positive
ความรัก,positive
ศุกร,positive
สมดุล,positive
ยังชีพ,positive
น่านับถือ,positive
สด,positive
สดใส,positive
สนใจไยดี,positive
เกียรติ,positive
สนิท,positive
สนิทสนม,positive
สบาย,positive
สมจริง,positive
สมบูรณ์,positive
สร้างสรรค์,positive
สวย,positive
สวยงาม,positive
สห,positive
สะดวก,positive
สะอาด,positive
สัณห์,positive
สำรวม,positive
สำเร็จ,positive
สุก,positive
สุข,positive
สุขี,positive
สุภาพ,positive
สูง,positive
สูงส่ง,positive
เสมอ,positive
ใส,positive
หนาแน่น,positive
หนุน,positive
หนุ่มแน่น,positive
เหมาะเจาะ,positive
เหมาะสม,positive
มีประโยชน์,positive
อร่อย,positive
อธิ,positive
มีเหตุผล,positive
ทุ่มเท,positive
โรแมนติก,positive
ถูกกาลเทศะ,positive
มีชีวิตชีวา,positive
มีชีวิตรอด,positive
มีชื่อ,positive
มีชื่อเสียง,positive
ตื่นเต้น,positive
กระตือรือร้น,positive
ตื่นเต้น,positive
พร้อม,positive
ใหญ่โต,positive
มั่นอกมั่นใจ,positive
ลงตัว,positive
คล่องแคล่ว,positive
คล่องมือ,positive
คล่องตัว,positive
ใส่ใจ,positive
ไม่ได้ยอมแพ้,positive
เมตตา,positive
มีประสิทธิผล,positive
มีประสิทธิภาพ,positive
มีประโยชน์,positive
มีอิสรภาพ,positive
มีเงินทอง,positive
มีเงินมีทอง,positive
สนใจ,positive
สุขสันต์,positive
ชอบด้วยกฎหมาย,positive
ชอบธรรม,positive
เห็นด้วย,positive
อติ,positive
สนุก,positive
อ่อนโยน,positive
คบค้า,positive
คบหา,positive
คบหา,positive
คบหาสมาคม,positive
อ่อนโยน,positive
มนุญ,positive
คณิกา,positive
ความสงบ,positive
สงบ,positive
อัศจรรย์,positive
ประมาณ,positive
อิฏฐ,positive
อึด,positive
ประชาธิปไตย ,positive
โอชะ,positive
ฮ้อ,positive
เฮง,positive
ฮา,positive
คุณค่า,positive
นับถือ,positive
อย่า,positive
ฟรี,positive
ให้กำลังใจ,positive
กำลังใจ,positive
ให้ความร่วมมือ,positive
ให้ความสนใจ,positive
ขอพร,positive
ใจรัก,positive
เชื่อมั่น,positive
ความเชื่อมั่น,positive
ความเชื่อมั่นในตนเอง,positive
เอาใจใส่,positive
เอาใจเขามาใส่ใจเรา,positive
ความเอาใจใส่,positive
ความเอื้ออาทร,positive
ความเอื้อเฟื้อ,positive
พอใจ,positive
น่าพอใจ,positive
น่าประทับใจ,positive
น่าพึงพอใจ,positive
น่าฟัง,positive
น่าภาคภูมิใจ,positive
น่ามหัศจรรย์,positive
น่ายกย่อง,positive
น่ายินดี,positive
สนุกสนาน,positive
ดี,positive
ดีใจ,positive
กรวด,positive
กรวดน้ำ,positive
รัก,positive
ชอบ,positive
กราบ,positive
กลับใจ,positive
กอด,positive
การันตี,positive
ก้าว,positive
ก้าวหน้า,positive
เรียน,positive
กรุ่ม,positive
กล้าหาญ,positive
การันตี,positive
พบ,positive
เจอ,positive
ช่วย,positive
เล่น,positive
อนุมัติ,positive
ไม่,neutral
ไม่รู้,neutral
มาซื้อกันเยอะๆ,positive
จะดีมั้ย,neutral
สินค้านี้เหมือนจะดี แต่ก็ไม่ดี,negative
อย่าไปซื้อ สินค้าไม่ได้ดี,negative
สินค้านี้เหมือนจะดี แต่ก็ดี,positive
ไม่ดีอะ,negative
ไม่ดีอย่าไปซื้อ,negative
ไม่ได้ดีอะ,negative
ไม่ได้ดีอย่าไปซื้อ,negative
อย่าหาทำ,neutral
ของเขาดีจริง,positive
เกลียดมึง,negative
เกลียดแก,negative
เกลียดสินค้านี้,negative
้เกลียดมากๆ,negative
้เกลียดสุดๆ,negative
้เกลียดสุด,negative
้เกลียดสุดยอด,negative
้เกลียดโครตๆ,negative
โครต้เกลียด,negative
โครต้เกลียดเลยอะ,negative
้เกลียดเกินไปแล้ว,negative
้เกลียดขึ้น,negative
้เกลียดไปนะ,negative
้เกลียดแล้วนะ,negative
ฮ่าๆ,neutral
ฮาๆ,neutral
5,neutral
55,neutral
555,neutral
5555,neutral
55555,neutral
555555,neutral
555656565,neutral
ไม่ซอบมากๆ,negative
ไม่ซอบสุดๆ,negative
ไม่ซอบสุด,negative
ไม่ซอบสุดยอด,negative
ไม่ซอบโครตๆ,negative
โครตไม่ซอบ,negative
โครตไม่ซอบเลยอะ,negative
ไม่ซอบเกินไปแล้ว,negative
ไม่ซอบขึ้น,negative
ไม่ซอบไปนะ,negative
ไม่ซอบแล้วนะ,negative
ไม่ชอบมากๆ,negative
ไม่ชอบสุดๆ,negative
ไม่ชอบสุด,negative
ไม่ชอบสุดยอด,negative
ไม่ชอบโครตๆ,negative
โครตไม่ชอบ,negative
โครตไม่ชอบเลยอะ,negative
ไม่ชอบเกินไปแล้ว,negative
ไม่ชอบขึ้น,negative
ไม่ชอบไปนะ,negative
ไม่ชอบแล้วนะ,negative
ฉันชอบมากๆ,positive
ฉันชอบสุดๆ,positive
ฉันชอบสุด,positive
ฉันชอบสุดยอด,positive
ฉันชอบโครตๆ,positive
โครตฉันชอบ,positive
โครตฉันชอบเลยอะ,positive
ฉันชอบเกินไปแล้ว,positive
ฉันชอบขึ้น,positive
ฉันชอบไปนะ,positive
ฉันชอบแล้วนะ,positive
ชอบสินค้า,positive
ชอบสินค้ามากๆ,positive
ชอบสินค้าสุดๆ,positive
ชอบสินค้าสุด,positive
ชอบสินค้าสุดยอด,positive
ชอบสินค้าโครตๆ,positive
โครตชอบสินค้า,positive
โครตชอบสินค้าเลยอะ,positive
ชอบสินค้าเกินไปแล้ว,positive
ชอบสินค้าขึ้น,positive
ชอบสินค้าไปนะ,positive
ชอบสินค้าแล้วนะ,positive
ชอบอันนี้,positive
ชอบอันนี้มากๆ,positive
ชอบอันนี้สุดๆ,positive
ชอบอันนี้สุด,positive
ชอบอันนี้สุดยอด,positive
ชอบอันนี้โครตๆ,positive
โครตชอบอันนี้,positive
โครตชอบอันนี้เลยอะ,positive
ชอบอันนี้เกินไปแล้ว,positive
ชอบอันนี้ขึ้น,positive
ชอบอันนี้ไปนะ,positive
ชอบอันนี้แล้วนะ,positive
ชอบมากๆ,positive
ชอบมาก,positive
ชอบสุดๆ,positive
ชอบสุด,positive
ชอบสุดยอด,positive
ชอบโครตๆ,positive
โครตชอบ,positive
โครตชอบเลยอะ,positive
ชอบเกินไปแล้ว,positive
ชอบขึ้น,positive
ชอบไปนะ,positive
ชอบแล้วนะ,positive
ไม่ชอบ,negative
ไม่ชอบมากๆ,negative
ไม่ชอบมาก,negative
ไม่ชอบสุดๆ,negative
ไม่ชอบสุด,negative
ไม่ชอบสุดยอด,negative
ไม่ชอบโครตๆ,negative
โครตไม่ชอบ,negative
โครตไม่ชอบเลยอะ,negative
ไม่ชอบเกินไปแล้ว,negative
ไม่ชอบขึ้น,negative
ไม่ชอบไปนะ,negative
ไม่ชอบแล้วนะ,negative
รักมากๆ,positive
รักสุดๆ,positive
รักสุด,positive
รักสุดยอด,positive
รักโครตๆ,positive
โครตรัก,positive
โครตรักเลยอะ,positive
รักเกินไปแล้ว,positive
รักขึ้น,positive
รักไปนะ,positive
รักแล้วนะ,positive
สนุกมากๆ,positive
สนุกสุดๆ,positive
สนุกสุด,positive
สนุกสุดยอด,positive
สนุกโครตๆ,positive
โครตสนุก,positive
โครตสนุกเลยอะ,positive
สนุกเกินไปแล้ว,positive
สนุกขึ้น,positive
สนุกไปนะ,positive
สนุกสนานมากๆ,positive
สนุกสนานสุดๆ,positive
สนุกสนานสุด,positive
สนุกสนานสุดยอด,positive
สนุกสนานโครตๆ,positive
โครตสนุกสนาน,positive
โครตสนุกสนานเลยอะ,positive
สนุกสนานเกินไปแล้ว,positive
สนุกสนานขึ้น,positive
สนุกสนานไปนะ,positive
ดีมากๆ,positive
ดีสุดๆ,positive
ดีสุด,positive
ดีสุดยอด,positive
ดีโครตๆ,positive
โครตดี,positive
โครตดีเลยอะ,positive
ดีเกินไปแล้ว,positive
ดีขึ้น,positive
ดีไปนะ,positive
แย่,negative
แย่มากๆ,negative
แย่สุดๆ,negative
แย่สุด,negative
แย่สุดยอด,negative
แย่โครตๆ,negative
โครตแย่,negative
โครตแย่เลยอะ,negative
แย่เกินไปแล้ว,negative
ไม่ได้ดี,negative
ไม่ได้ดีหรอ,neutral
ไม่ได้ดีมากๆ,negative
ไม่ได้ดีสุดๆ,negative
ไม่ได้ดีสุด,negative
ไม่ได้ดีสุดยอด,negative
ไม่ได้ดีโครตๆ,negative
แย่ขึ้น,negative
แย่ไปนะ,negative
ไม่ได้แย่,positive
ไม่ได้แย่อะไร,positive
ไม่ได้แย่เลย,positive
ไม่ได้แย่นะ,positive
ก็ไม่ได้แย่,neutral
ก็ไม่ได้แย่มากๆ,neutral
ก็ไม่ได้แย่สุดๆ,neutral
ก็ไม่ได้แย่สุด,neutral
ก็ไม่ได้แย่สุดยอด,neutral
ก็ไม่ได้แย่โครตๆ,neutral
ก็โครตไม่ได้แย่,neutral
ก็โครตไม่ได้แย่เลยอะ,neutral
ก็ไม่ได้แย่เกินไปแล้ว,neutral
ก็ไม่ได้แย่ขึ้น,neutral
ก็ไม่ได้แย่ไปนะ,neutral
ก็ไม่ได้ดี,neutral
ก็ไม่ได้ดีมากๆ,neutral
ก็ไม่ได้ดีสุดๆ,neutral
ก็ไม่ได้ดีสุด,neutral
ก็ไม่ได้ดีสุดยอด,neutral
ก็ไม่ได้ดีโครตๆ,neutral
ก็โครตไม่ได้ดี,neutral
ก็โครตไม่ได้ดีเลยอะ,neutral
ก็ไม่ได้ดีเกินไปแล้ว,neutral
ก็ไม่ได้ดีขึ้น,neutral
ก็ไม่ได้ดีไปนะ,neutral
ดีดี,positive
ดีดีดี,positive
ดีดีดีดี,positive
ดีดีดีดีดี,positive
ดี แย่,neutral
ดี ดี แย่ แย่,neutral
ดี ดี ดี แย่ แย่ แย่,neutral
ดีแย่,neutral
ดีดีแย่แย่,neutral
ดีดีดีแย่แย่แย่,neutral
ไม่ได้แย่นิ,neutral
ไม่รู้แล้ว,neutral
เหมือนจะตก,neutral
เฉย,neutral
เฉยๆ,neutral
เฉยๆอะ,neutral
เฉยๆมากๆ,neutral
เฉยๆนะ,neutral
ไม่ได้แปลก,neutral
ก็เฉย,neutral
ก็เฉยๆ,neutral
ก็เฉยๆอะ,neutral
ก็เฉยๆมากๆ,neutral
ก็เฉยๆนะ,neutral
ก็ไม่ได้แปลก,neutral
แต่ก็ไม่ได้ดี,neutral
ไม่ได้แย่,neutral
ไม่ได้แย่อะ,neutral
ไม่ได้แย่มาก,neutral
ไม่ได้แย่นะ,neutral
ไม่ได้แย่ แต่ก็ไม่ได้ดี,neutral
ไม่ได้แย่อะ แต่ก็ไม่ได้ดี,neutral
ไม่ได้แย่มาก แต่ก็ไม่ได้ดี,neutral
ไม่ได้แย่นะ แต่ก็ไม่ได้ดี,neutral
สินค้านี้เหมือนจะดีนะ,neutral
สินค้านี้เหมือนจะดี,neutral
สินค้านี้ก็ไม่ได้แย่,neutral
สินค้านี้ไม่ได้แย่,neutral
สินค้านี้ไม่ได้แย่ขนาดนั้น,neutral
เฉย,neutral
กินแล้วเฉยๆ,neutral
กินแล้วเฉยๆอะ,neutral
กินแล้วเฉยๆมากๆ,neutral
กินแล้วเฉยๆนะ,neutral
กินแล้วไม่ได้แปลก,neutral
กินแล้วก็เฉย,neutral
กินแล้วก็เฉยๆ,neutral
กินแล้วก็เฉยๆอะ,neutral
กินแล้วก็เฉยๆมากๆ,neutral
กินแล้วก็เฉยๆนะ,neutral
กินแล้วก็ไม่ได้แปลก,neutral
กินแล้วแต่ก็ไม่ได้ดี,neutral
กินแล้วไม่ได้แย่,neutral
กินแล้วไม่ได้แย่อะ,neutral
กินแล้วไม่ได้แย่มาก,neutral
กินแล้วไม่ได้แย่นะ,neutral
กินแล้วไม่ได้แย่ แต่ก็ไม่ได้ดี,neutral
กินแล้วไม่ได้แย่อะ แต่ก็ไม่ได้ดี,neutral
กินแล้วไม่ได้แย่มาก แต่ก็ไม่ได้ดี,neutral
กินแล้วไม่ได้แย่นะ แต่ก็ไม่ได้ดี,neutral
ลองแล้วเฉยๆ,neutral
ลองแล้วเฉยๆอะ,neutral
ลองแล้วเฉยๆมากๆ,neutral
ลองแล้วเฉยๆนะ,neutral
ลองแล้วไม่ได้แปลก,neutral
ลองแล้วก็เฉย,neutral
ลองแล้วก็เฉยๆ,neutral
ลองแล้วก็เฉยๆอะ,neutral
ลองแล้วก็เฉยๆมากๆ,neutral
ลองแล้วก็เฉยๆนะ,neutral
ลองแล้วก็ไม่ได้แปลก,neutral
ลองแล้วแต่ก็ไม่ได้ดี,neutral
ลองแล้วไม่ได้แย่,neutral
ลองแล้วไม่ได้แย่อะ,neutral
ลองแล้วไม่ได้แย่มาก,neutral
ลองแล้วไม่ได้แย่นะ,neutral
ลองแล้วไม่ได้แย่ แต่ก็ไม่ได้ดี,neutral
ลองแล้วไม่ได้แย่อะ แต่ก็ไม่ได้ดี,neutral
ลองแล้วไม่ได้แย่มาก แต่ก็ไม่ได้ดี,neutral
ลองแล้วไม่ได้แย่นะ แต่ก็ไม่ได้ดี,neutral
สินค้านี้เหมือนจะดี,neutral
สินค้านี้ก็ไม่ได้แย่,neutral
สินค้านี้ไม่ได้แย่,neutral
สินค้านี้ไม่ได้แย่ขนาดนั้น,neutral
เดี๋ยวลองดู,neutral
ทำงานเร็ว,positive
ทำงานช้า,negative
ค้างบ่อย,negative
ค้างตลอด,negative
ค้างนาน,negative
ค้างนานเกินไป,negative
ค้างหน้านี้,neutral
เร็ว,positive
โหลดเร็ว,positive
โหลดเร็วจริง,positive
โหลดเร็วเกิน,positive
โหลดเร็วชิบหาย,positive
โหลดเร็ว,positive
โหลดเร็วเกิน,positive
โหลดเร็วชิบหาย,positive
ไม่ช้า,positive
ไม่ได้โหลดช้า,positive
โหลดไม่ช้าจริง,positive
โหลดไม่ช้าเกิน,positive
โหลดช้าชิบหาย,positive
โหลดไม่นาน,positive
โหลดไม่นานเกิน,positive
โหลดไม่นานๆ,positive
ไม่เสียเวลา,positive
ไม่เสียเวลาจริง,positive
ไม่เสียเวลาเกิน,positive
ไม่เสียเวลาชิบหาย,positive
ไม่เสียดายเงิน,positive
ไม่เสียดายเงินจริง,positive
ไม่เสียดายเงินเกิน,positive
ไม่เสียดายเงินชิบหาย,positive
เหี้ยมาก,negative
เหี้ยจริง,negative
เหี้ยชิบหาย,negative
ห่วยแตก,negative
แอพกาก,negative
แอพขยะ,negative
แอพโง่ๆ,negative
แอบกาก,negative
แอบขยะ,negative
แอบโง่ๆ,negative
แอปกาก,negative
แอปขยะ,negative
แอปโง่ๆ,negative
สินค้าห่วยแตก,negative
อาหารห่วยแตก,negative
อย่าโชว์โง่,negative
โหลดนานไปให้พ่อมึงเล่นเหอะ,negative
เกิดข้อผิดพลาด,negative
อัพเดตบ่อย แต่เมื่อไหร่จะแก้สักที,negative
เพื่อนส่งรูปมาเปิดไม่ได้,negative
ดูไม่ได้เล่นไม่ได้,negative
เล่นไม่ได้,negative
ดูไม่ได้,negative
ส่งไลน์ไปหลายๆรอบแล้วมันก็ไม่ได้,negative
คือรอนานมาก,negative
คือไรอะ,neutral
ส่งช้า,negative
ส่งช้าเกิน,negative
ส่งช้ามาก,negative
ส่งล้าช้า,negative
ส่งของช้า,negative
ส่งของช้าเกิน,negative
ส่งของช้ามาก,negative
ส่งของล้าช้า,negative
ส่งอาหารช้า,negative
ส่งอาหารช้าเกิน,negative
ส่งอาหารช้ามาก,negative
ส่งอาหารล้าช้า,negative
ไฟล์ใหญ่ อัพเดตบ่อย แต่ไม่ดีขึ้น,negative
อัพเดทใหม่ล่าสุดแล้วใช้งานได้แย่มากๆเลยค่ะ,negative
ค้างจอดำ,negative
ช่วยแก้ไขหน่อย,negative
ข้อความไม่เเจ้งเตือน,negative
ไม่เเจ้งเตือน,negative
ค้างบ่อยและนานมาก,negative
ปรับปรุงแก้ไขได้ห่วยแตก,negative
ส่งรูปก็ไม่ได้,negative
ข้อความไม่เด้ง,negative
ใช้ได้ดีมากเลยครับ,negative
ใช้งานดีขึ้น,positive
ทำได้จริงพัฒนา.ระบบดีมากครับ สุดยอด,positive
ถ้ายังปรับปรุงไม่ได้ก็ปิดไปเถอะ,negative
ทำไมยิ่งอัพเดสยิ่งแย่ลง,negative
ตัวอย่างแอพที่ยิ่งพัฒนายิ่งถอยหลังลงคลองยอดเยี่ยม,negative
ช่วยแก้ไขด่วนๆๆๆๆๆๆๆเลยคับ,negative
ยิ่งอัพเดตยิ่งอืดค่ะ,negative
