text,sentiment
ไม่มีรสชาติอะไรเลย เสียใจ,negative
ไม่มีอีนี่แดร้กไม่อร่อยนะ,negative
ไม่เห็นเผ็ด แค่สีเข้มขึ้น,negative
ไม่เอา บีก้อนมีหนองอักเสบ,negative
ไม่เอาละแดงซ่ายังไม่หร่อย,negative
ไม่เอาแล้ว ตั้งแต่ตอนนั้น,negative
ยังรั่วน้อยกว่าหลังคา MG3,negative
ยูเบียร์ ยูแดรก ไอไม่แดรก,negative
รถฟอร์ดเกียร์ห่วยขายไปยัง,negative
รสชาติเค็มอะปรับหน่อยนะคะ,negative
ลังเลว่าอันนี้หรือ 3ce ดี,negative
ลำคานทวิตโฆษณาการ์นิเย่อะ,negative
ลืมอะ หมดตูด ไม่มีอารม ละ,negative
วันนั้นเสือกไม่ลดเน้อ 555,negative
สกัดจับบุหรี่ไฟฟ้า ไอ้สัส,negative
สงสัยต้องถ่ายรูปลงโซเชียล,negative
สาขาเซนลาดไม่ร่วมนะออเจ้า,negative
เสียดาย ไม่กินเป้บซี่ด้วย,negative
เสียดายจุง เหมียวท้องเสีย,negative
เสียดายที่ภูเก็ตปิดไปแล้ว,negative
แสงโสมไม่อร่อยเยอะ หวานไป,negative
หงส์ทองกินแล้ว เมามาย 555,negative
หงส์ทองกินแล้วภาพมันจะตัด,negative
หมอคนเดียวไอ่ห่าปกป่ะครับ,negative
หมูทะเถอะ ตอนนี้ หิวววว😭,negative
เหนแม่งห้ามโพสเหล้า งงหวะ,negative
เห็นหมูบาบีก้อนแล้วจะอ้วก,negative
เหมือนเสียงจะเบาไปน่ะครับ,negative
อยากใช้ยูเซอรีน แต่มันแพง,negative
อยากไปนะแต่กินไม่คุ้ม😬😬,negative
อย่าลืม นาวาร่าผู้เสียสละ,negative
อือๆ เบคอนไม่ติดมันเท่าไร,negative
เอ็มเควันหยุด คิวเยอะเกิน,negative
เอามาม่าติดไปด้วย ลวกแม่ง,negative
โอ้ยอยากอะ แต่ไม่มีชุดไทย,negative
ไอ่สัสบุหรี่ไฟฟ้าอันเดียว,negative
ไอเหี้ยแค่บุหรี่ไฟฟ้า ควย,negative
โฮมโปร ลพบุรี ไมไม่มี 555,negative
ไฮเนเก้นท์ ถูกกินแล้วขมคอ,negative
5555555 สถานการณ์คุ้นๆ 10%,negative
555ช่ายๆๆๆแดกเบคอนเสียหลัก,negative
กฏหมู่อยู่เหนือกฏหมายจริงๆ,negative
ก็ดีกว่ากินหงส์ทองอ่ะ 5555,negative
ก๊วนผมไม่ดื่ม ไฮเนเก้นครับ,negative
ก้อน จัดใหม่ด่วนเลย รออยู่,negative
กานีเย่นี่ล้างออกยากเชี่ยๆ,negative
กาวผ้าอนามัยคือเสื่อมหรอคะ,negative
กินเบียร์สิงห์ เมาอย่างหมา,negative
กุเกลียดสกินฟู้ด อีสัด!!!!,negative
กูว่าเลื่อนแดกเอ็มเค 55555,negative
เกียรขะพังครับนิสสันพัลซ่า,negative
ขนลุกเลย นึกถึงบีกอน มะวาน,negative
ของน้อยกว่าหมูทะข้างทางอีก,negative
ข้าวผัดแฉะมากค่ะ ยังไม่โดน,negative
คล้ายสปาย ให้พวกหัดใหม่กิน,negative
ควยเหอะ แม่งแค่บุหรี่ไฟฟ้า,negative
ค่าชุดก้อกินบาบีกอนได้ล้าว,negative
ค่าชุดแพงกว่ามันลดมั้งหน่ะ,negative
ค่าเช่าชุดแพงกว่าค่ากินอีก,negative
ค่าเช่าชุดยังไม่ได้เลย5555,negative
ค่าเช่าชุดเเพงกว่าที่ลดอีก,negative
คืนหลังสิ้นเดือนได้ไหม T_T,negative
คุยดีกว่าจับบุหรี่ไฟฟ้าอีก,negative
แค่บุหรี่ไฟฟ้า....ถ่อกกกกก,negative
ใครกันที่เสียผลประโยชน์555,negative
ใครที่ไม่ชอบรบกวนไปที่อื่น,negative
งงมาก เรดสามแก้วเริ่มเมาละ,negative
จนไม่มีตังล่ะ ขอบายก่อนเลย,negative
จนาดแค่แม็คโดนัลยังแพงเลยย,negative
จริงจังกับบุหรี่ไฟฟ้า - -*,negative
จะกินต้องใช้บัตรเรื่องเยอะ,negative
จะรีบเสือกอย่างไว รอแปรบบบ,negative
จัดกะเสียพีอยู่ไหนๆๆๆๆ5555,negative
จับทำเหี้ยอารัยบุหรี่ไฟฟ้า,negative
จ้า กุอ้วกไปแล้ว จกแม่งเลย,negative
จำกัดอายุผู้ใช้ก็ได้นิครับ,negative
ชอบตัวนี้มากกว่า anessa ละ,negative
ชาชีสเอ็มเคไม่อร่อยเลยว้อย,negative
ชาบูไงสัส หรือจะแดกช้าง!!?,negative
ชุดไทยน่าจะแพงกว่าค่าอาหาร,negative
เชี้ยย เเพ้ผ้าอนามัยอีกละ.,negative
ซื้อยากมากค่ะ แอฟเด้งตลอดๆ,negative
ดีนะเราไม่กินเบียร์ช้าง555,negative
ดีออก บ้านเราปิดไปแล้วมะ😠,negative
เดอะมอลลบางกะปิชั้น 3 ครับ,negative
ตอบแทนพี่ฟลุ๊คนะ ปัญญาอ่อน,negative
ต่อไปพวกกูจะไม่กินน้ำสิงห์,negative
แต่ผ้าอนามัยเกาหลีแบบแพงอะ,negative
แต่พี่ออยกอนแล้วท้องเสียอะ,negative
แต่มึงกินแสงโสมไม่ด๊ายยยยย,negative
โตโยต้าชวงร่างไม่ค่อยดีคับ,negative
โตโยต้ารีโวไม่ได้เรื่องเลย,negative
ถ้ากิน กินเอมเคโกลเหมาะก่า,negative
ทำเกินไปครับแค่บุหรี่ไฟฟ้า,negative
ทำไมชั้นกินสปายแล้วปวดท้อง,negative
ทำไมน้ำจิ้มไม่อร่อยเลยครับ,negative
ทำไมไม่ซื้อ Breezer มาด้วย,negative
ทำใหม่โปรนะอายุ12ก็เกินหมด,negative
ไทยแลนด์ ไทยแลนด์ ไทยแลนด์,negative
นายมันไม่บุฟเฟ่จะแดกพอหรอม,negative
น้ำหนักไม่ลงไม่ต้องกิน5555,negative
นิสสันผ่อนจนเพลียนาวาร่า..,negative
นี่ชอบกินช้างไม่ก็สิงฆ์อ่ะ,negative
เนื้อไม่น่าพอยาไส้เรานะนาง,negative
บอกตรงๆว่าไม่ถูกกับหงษ์ทอง,negative
บะหมี่เป็ดเอ็มเคเล่นกุแล้ว,negative
บัตรหมดอายุยังไม่ได้ต่อเลย,negative
บางสาขาซอสราดหมูหมดอ่าา!??,negative
บาบีก้อนรออีก37คิว อีดอกกก,negative
บุหรี่​จริงยังคุมไม่ได้เลย,negative
เบียร์ช้างขมๆๆๆๆ อร้วกๆๆๆๆ,negative
เบียร์ช้างที่ไหนขาย65บาทวะ,negative
เบียร์ช้างนี่มันแย่จริงๆนะ,negative
เบียร์ไทเกอร์ไม่โอเค ฮือๆๆ,negative
เบียร์ไทเกอร์รสชาติ”👣”มาก,negative
เบียร์ยูไม่อร่อยสัดๆๆๆๆๆฟๆ,negative
เบียร์หมีคือหนักหัวมากกกกก,negative
เบื่อการโดนผ้าอนามัยบาดก้น,negative
เบื่อไก่อ่ะ บาบีก้อนได้ป้ะ,negative
เบื่อโฆษณาเบียร์ช้างบน bts,negative
ป๋องดำกุขอบายว่ะ เลี่ยนชิบ,negative
ปะเทศไทยมันโงพวกโง่เลือกมา,negative
ปานนั้นคือว่าเบื่ออยู๋หล่า,negative
ปิดแร้ววววว เสียจุย 😭😭😭,negative
โป๊บไม่กินช้างหรอก เชื่อสิ,negative
โปรดระบุ วันเวลา ให้ชัดเจน,negative
ผมชักไม่มั่นใจในนิสสันแล้ว,negative
ผมว่าฮอนด้ากั๊กกว่าน่ะครับ,negative
ผมอยากไห้ประเทศไทยปลอดบุรี,negative
ผ่าม พ้าม #แวะมาตบเสียงมุข,negative
พนักงานหน้าบึ้ง ไม่ยิ้มเลย,negative
พรีอุส แบต ราคาสามแสนนะคับ,negative
พอแล้วนะเบียร์ช้าง. กูขยาด,negative
พิษณุโลกไม่เหงมีกับเค้าเลย,negative
พี่สั่งห้ามกินของแพงแล้วนิ,negative
แพ้ไบโอเธิร์มแน่ๆ เหน่ยจัย,negative
แพ้ผ้าอนามัยอีกแล้วควายจัด,negative
แพ้โฟมล้างหน้าอินนิสฟรี ㅠㅠ,negative
มหาชัย ไม่เห็นมี4หม้อ อะคะ,negative
มันคงสู้ พิษซ่า ไม่ได้หลอก,negative
มันปิดกั้นพวกเราเกินไปแล้ว,negative
มิตซู ปาเจโร่ รุ่นใหม่แหง่,negative
ไม่กิง ใส่เกงไม่ด้ายยยย!!!,negative
ไม่กิน เปลืองพื้นที่ในท้อง,negative
ไม่กิน อยากดูหนัง จูแมนจี้,negative
ไม่ทันแล้วจร้าา น่ามมมมมมม,negative
ไม่ทันและ...กุมาฮาจิบังและ,negative
ไม่น่าใช้ hadalabo 🤦🏻‍♀️,negative
ไม่มีบัตรสมาชิก ต้องทำก่อน,negative
ไม่มีสาขาใกล้ๆเลย เสียใจจจ,negative
ไม่สวยอย่างแรง นิสสัน จุ๊ก,negative
ไม่เห็นจะเผ็ดอะไรเลยสักนิด,negative
ไม่เอาเบียร์ยูอ้ะ ไม่หย่อย,negative
ยังท้องเสียมะหายเลยยยยย แง,negative
รอฟังผลก่อนนนน ถถถถ ขอโปรด,negative
รัฐไม่ยอมไง กินภาษีมืดอยุ่,negative
เรากินฝีไม่ได้น้า มันสกปรก,negative
ลด ละ เลิก เจริญเบียร์ช้าง,negative
ลองกินใส่ลีโอแล้วเมาเหี้ยๆ,negative
ลองแล้วเช้ามาปวดหัวหนักมาก,negative
เลิกใช้กานิเย่ถาวรอะบอกเลย,negative
แลกกับแอปโซลูทอ่ะอีดอก ยอม,negative
แล้วบอสจะไม่กินแล้วหรอ5555,negative
วันนั้นกูป๋องดำ ภาพกูตัดนะ,negative
เวงเง้ย ไม่อยากขึ้นแท็กซี่,negative
สเมอนอฟพี่ว่าไม่อร่อย 5555,negative
สเมอนอฟสีฟ้านี่ไม่อร่อยเลย,negative
สั่งกลับบ้านก้ไม่ได้~~ งือ,negative
สั่งมาเป็ปซี่ไม่ซ่าเลยยย😔,negative
สาขาแถวบ้านๆพวกเราไม่มีโปร,negative
สาขาลพบุรีไม่เห็นมีบ้างเลย,negative
สูบบุหรี่ตายกันเยอะแล้วคับ,negative
สูบบุหรี่ทำเป็นหมันมากกว่า,negative
เสนอข้อมูลเท็จแก่สาธารณะชน,negative
เสา ทิต ก้อไม่ได้ราคานี้ซิ,negative
เสียค่าเตาย่างเพิ่มไหมครับ,negative
เสียใจโคราชไม่มีงะ ก้อน...,negative
เสียดายไม่มีใส้อ่อน 😢😢😢,negative
เสียดายสาขาประจวบไม่มีแล้ว,negative
เสียตังเช่าชุดไทยไปอีก 555,negative
แสงโสมนี่แม่งหนักหัวชิบหาย,negative
แสดงว่าป้าไม่ชอบเบียร์ช้าง,negative
หนีไปนอนดีกว่าาา ฝันดีเด้อ,negative
หมดบ่อย 55 ไม่ค่อยเติมด้วย,negative
หมูหมักไทม์แต่มันไม่มีแล้ว,negative
หาดใหญไม่มีแล้ว..เสียใจจัง,negative
หึหึหึหึ ไม่มีโชคไงงง!!!!!,negative
ไหนบอกมีรีฟิว ลบรูปไปซะและ,negative
อยากกิน แต่สระบุรี ปิดถาวร,negative
อห กินสปายไม่อร่อยแล้ว😂😂,negative
อินนิสฟรีไม่ซื้อละ เก็บตัง,negative
อิมแพคไม่ร่วมเลยหรอ เสียใจ,negative
อีควายกุไม่ได้รวยนะอีเหี้ย,negative
อีทูดี้มั่ยมีไรให้ซื้อเลยย,negative
อีเหี้ย อีก3เดือนถึงแดกได้,negative
อีเหี้ยจีนทำเบียร์ช้างปลอม,negative
เอ็มเคบุฟเฟต์ 415 นี่แพงมะ,negative
เอสเพอนาดรัชดาไม่ลดค่ะ T T,negative
เอาหัวแม่เท้าคิด....!!!!😕,negative
แอร์ร้อนแต่มีพัดลมเสริม 🙄,negative
ไฮเนเก้นแพงเฉยๆแต่ไม่เมา..,negative
#Mazda3 #เช็ครถสตาร์ทไม่ติด,negative
=+1 จริงค่ะ รสชาติเปลี่ยนไป,negative
285วางอยู่เนี่ย เปิดแดกแม่ง,negative
31.ชอบกินช้างมากกว่าลีโองับ,negative
4ช่องนี่เสียเงินเพิ่มไหมค่ะ,negative
Hotpot แพงอ่า. จำกัดเวลาอีก,negative
กินข้าวยุบ้านดีกว่าเนาะ 555,negative
กินครั้งเดียวสันยาไม่กินอีก,negative
กินบาบีก้อนต้องขนาดนี้ไหม..,negative
กินเพียว อ้วกแตกเลยเมื่อคืน,negative
กินแล้วอ้วกแตกภาพตัด ลาก่อย,negative
กุเกลียดเหล้าสเมอนอฟ ไอ้เวร,negative
กุ้งแน่นอน เด่วนี้ไม่มีแล้ว,negative
กุจะไม่กินสิงห์ละ..ต่อไปนี้,negative
กุแพ้กานิเย่เหลืองจ้าาาา 😅,negative
กูว่าเบียร์หมีเลี่ยนไปหน่อย,negative
เกิดไม่ทัน ไม่เข้าใจหรอก 55,negative
เกือบไปแดกช้างแล้วกุ🤭🤦‍♀️,negative
ของเค้าดีจริงๆกินแล้วเพี้ยน,negative
ขอบุฟเฟ่เถอะ อันนี้แพงเกิ้น,negative
ขาดันมาแล้ว. ดันซิครับรอรัย,negative
ขายบุหรี่ไฟฟ้าทิ้ง ไอ้เหี้ย,negative
ขายอัลติสทิ้งซื้อฟอร์ดโฟกัส,negative
คนเลวววววววว55555 บ้านคือไร,negative
ควย เปลี่ยนไปแดกลีโอก็ได้วะ,negative
ควันระเบิดหรือบุหรี่ไฟฟ้าวะ,negative
ค่อยยังชั่ว แค่ฝีเองแกรรร🤢,negative
ค่าเช่าชุดก้เกินส่วนลดละจ้า,negative
คิดถึง KFCครับ มันอร่อยกว่า,negative
คิดถึง​ตอนกิน มึงมันเลว 555,negative
เค็มมาก โซเดียมเท่าไหร่ครับ,negative
เค็มมาก. จะใส่เกลือไปถึงไหน,negative
เคยไปล่ะ ไม่เป็นอย่างที่คิด,negative
แค่บุหรี่ไฟฟ้านี้นะจำคุก5ปี,negative
งดค่ะ หุ่นกำลังดี เดี๋ยวบาป,negative
จริง ยังเขย่าไม่เสร้จบอกหมด,negative
จะกินแม็ก แต่เบื่อเหลือเกิน,negative
จะเลิกเหล้าอียี่ห้อนี้แหล่ะ,negative
เจ้เจ้ เฮาคงกินบ่เป็น😂😂😂,negative
ช่วงนี้ท้องออกเจ้าไม่ค่อยดี,negative
ชอบ แต่เค้าว่ามาสด้ามีปัญหา,negative
ช้ำใจกับอินนิสฟรี เจ็บใจมาก,negative
ชีสมันต้องอบอะ ต้มไม่ชอบเลย,negative
เช่าชุดแพงกว่าค่าอาหารอีกกก,negative
เชี่ยม่ายยยย บาบิก้อนม่ายยย,negative
เซ็งงงไม่จัดรายการที่ภูเก็ต,negative
ไซส์กูก็น่าจะแพงกว่านั้น 😧,negative
ดีแมกไม่ขวัญใจผมเลยวิ่งชิวๆ,negative
เดียวนี้ไม่ค่อยมีของอะไรเลย,negative
โด่วแค่ยาริส นึกว่าเฟอรารี่,negative
ต้องไปเสียตังซื้อชุดอีกกกกก,negative
ต่อไปจะไม่ซื้อนํ้าสิงห์ดื่ม,negative
ตังจะซื้อของยังไม่มีเลย5555,negative
แต่เราจะแดก Kfc แทนบาบีก้อน,negative
ถ้าบุหรี่ไฟฟ้าอยู่ในบ้าน???,negative
ถ้าแสงโสมจะทำพิษขนาดนี้5555,negative
แถวบ้านผมร่อยกว่าเยอะครับ😆,negative
แถวบ้านเราไม่ได้นะ ออเจ้า😬,negative
ทรงเป็นสามัญชน กูเป็นทาสสสส,negative
ทะเล? เห็นหมูไปครึ่งถาดละคะ,negative
ทำเกินเหตุนะ แค่บุหรี่ไฟฟ้า,negative
ทำบัตรเสียค่าสมัครเท่าไรค่ะ,negative
ทำไมมันไม่มีโปรให้เร๊าาาาาา,negative
ทำไมเราเช้าสบายตายตอนเที่ยง,negative
ทำไมอุดรไม่มีปิ้งย่างบ้างคะ,negative
ทีบุหรี่ไฟฟ้านิลากเอาลากเอา,negative
เท่จังจับบุหรี่ไฟฟ้าได้🤬😡,negative
น้องว่าน่าจะหอมกว่าฮูกาเด้น,negative
นั่นนะสิ ลำบากมากเลยทีเดียว,negative
น่าจะขายไม่ดีแหละ โคตะระเซง,negative
นาวาร่าเพลาเดิมอีกเสียงครับ,negative
โนคะอีดอกเงินก็ออกเหมือนกัน,negative
บ่กินดอกแสงโสมชังกินเบียโลด,negative
บอกแล้วกินช้างดีกว่าเสือ 😂,negative
บัตรสมาชิก แทบหล่นออกจากมือ,negative
บางสาขามีบางสาขาหมดเร็วเกิน,negative
บางสาขาให้ไอติมนิดเดียว งอล,negative
บ้านอันเดรียไม่มีบาบิก้อนอะ,negative
บาบิก้อนกูอ่ะ ฮืออออออีเวงง,negative
บาบีก้อน 400 อีสัส กลับมาจน,negative
บุหรี่ไฟฟ้าไปฆ่าพ่องมันตายย,negative
บุหรี่ไม่ดีก็เลิกผลิตซิครับ,negative
เบนหรือแสงโสมอะไรแพงกว่ากัน,negative
เบียร์ช้างขวดล่ะ120-เลยหรอ?,negative
โบกแท็กซี่สิบคันไม่ไปซักคัน,negative
ประเด็นกูยิ่งไม่กินเบียร์ยู,negative
เป็น ขี้เปียก บาบีกอน แน่ ๆ,negative
ไปจั่งได่ละเลิกงานกะปิดแล้ว,negative
ไปทานมาแล้ว ไม่ค่อยอร่อยค่ะ,negative
ไปไหนอีดอกซื้อหนมมาฝากหน่อย,negative
ผลประโยชน์หลักมันอยุ่ที่ไคร,negative
ผ้าอนามัยแบบเย็นคือเหี้ยมาก,negative
ผ้าอนามัยยาวกว่ากาวเกงในอ่ะ,negative
ผ้าอนามัยยี่ห้ออื่นก็บวม 😒,negative
ผิดกฏหมายอะไรรึ บุหรี่ไฟฟ้า,negative
ผิดเพราะไม่เสียภาษีให้รัฐไง,negative
ฝ้ายจะไม่ทน กับคนนิสัยไม่ดี,negative
พะเยาไม่ร่วมรายการง่ะเธออ😭,negative
เพราะกลัวมาสด้า 3 ขายไม่ออก,negative
เพิ่งกินไม่ถึง2อาทิตย์เลยนะ,negative
เฟิมอีกเสียงค่ะ ข้าวแข็งมาก,negative
ไฟหน้าฟอร์จูนเนอร์ไง กากสุด,negative
มันเกินไปป่ะ แค่บุหรี่ไฟฟ้า,negative
มันน่ากินนะ แต่ขอพักแปป 555,negative
มันเว่อร์ แค่โฆษณาผ้าอนามัย,negative
มาดูไฟสวยๆ แต่ดันเจอโคโยตี้,negative
ม่ายยย ผลาญเงินข้าเหลือเกิน,negative
มาสด้าคิดดีรึยัง ฟ้องลูกค้า,negative
มีผ้าอนามัยแบบไม่คันตูดมั้ย,negative
มีแววว่าจะไม่ได้ไปนิสสัน...,negative
เม็ดเลือดขาวที่ตายแล้ว เคๆๆ,negative
เมนูนี้ผ่านจร้า ไม่ทานเนื้อ,negative
เมื่อไหร่จะจำว่าแพ้โซฟี ฮึก,negative
แม่งแดกลีโอแต่เที่ยงเลย 555,negative
แม่งไม่มีคำว่า สว. ซักกะแอะ,negative
แม่งราคาเท่า ฮอนด้าแจ๊ส เลย,negative
แม่จะชวนกินเอมเคไม่ได้นะแม่,negative
แม่นายเหี้ยไร นี่มึงตื่นยัง,negative
ไม่กินน้ำสิงห์นานหลายปีแล้ว,negative
ไม่กินอีกแล้วววยี้ห้อนี้555,negative
ไม่ชอบหม้อสี่น้ำค่ะบอกตรงๆๆ,negative
ไม่น่ากินเบียร์ช้างเลยจริงๆ,negative
ไม่ไปกินแล้ว เลิก ลูกเรา 13,negative
ไม่เสียภาษีคับ ของผิดกฏหมาย,negative
ไม่เห็นดอยสุเทพแล้วมั้งนั่น,negative
ไม่อร่อยเลย แห้ง เเละเหี่ยว,negative
ไม่เอาาาาาาา เบื่อแล้วววววใ,negative
ไม่โอเคกับการกินช้าง ปวดหัว,negative
ไม่โอเคกับการเมาแสงโสมเลยอะ,negative
ไม่ฮอตพอตได้ป่ะ ไม่ชอบมากกก,negative
ไม่แฮ้งอ่ะใช่ แต่แม่งปวดหัว,negative
ไมาเหมือนที่ไปกินเลย บางเบา,negative
ยังก่อน ตัองสอบนิ เครียดเด้,negative
ยังไม่มีตัง555 จะไปป่าววล่ะ,negative
ยังอิ่มอยุ่ดูไปก็ไม่อยาก555,negative
ยี่ห้อนี้แม่งจ้างรีวิวชัวร์,negative
รีฟิลปีนี้มาช้ามากกกกกกกกกก,negative
รีวิวผ้าอนามัยสั้นๆเลย เจ็บ,negative
แร้วแต่จ้ะ แต่ไม่มีกุ้งนะคะ,negative
ลดตรงไหน? เคยไปกินก้ราคานี้,negative
ลบเก่งบล๊อคเก่งนะไอ้หมอหงอก,negative
ลองขับแล้วดีกว่า HRVและจู้ด,negative
ลาก่อน บาบีกอน ไข่พยาธิก็มา,negative
ลูกเราอดเลย555. ความสูงเกิน,negative
เล่นตอนไหนอ่าาาพลาดได้ไงเรา,negative
วันนี้ไปหาทั่วแล้วไม่เจอเลย,negative
วันศุกร์ไปรับเด็กจ้าไม่ว่าง,negative
วาวอร่อยกว่าสปายอีกจิงดิ 😁,negative
วีออสนี่นั่งไม่สบายอย่างแรง,negative
สงสารหนักมากกกกกกกกกกกกกกกก,negative
สธ ย่อมาจาก เสดสวะน่ะตัวเธอ,negative
สปายขมอะแกร มันขมเกินปกติอะ,negative
สมิติเวช = ขายบ้ายมาเข้ารพ.,negative
สเมอนอฟคือความชิบหายในชีวิต,negative
สระบุรีเมื่อไหร่จะกลับมา...,negative
สรุป/ไม่อร่อย/ได้น้อย/แพง🙅,negative
สรุปเช่าชุดแพงกว่าค่ากินค่ะ,negative
สาขากาญจน์ของก็คงน้อยตามเคย,negative
สาขาบางกะปิหายไปไหนอดกินเลย,negative
สาขาพระราม2ไม่มีสิน่า อดกิน,negative
ส่ายเอว ส่ายเอว 😁😀 #ubeer,negative
เสียค่าเช่าชุดอีกไหมล่ะ5555,negative
เสียใจ ไม่เคยว่างเลยมึงงั้น,negative
เสียใจค่ะ เหมือนโดนหลอก 555,negative
เสียใจเซ็นทรัลเวสเกตไม่ร่วม,negative
เสียดายที่จ.ตรังยังไม่มีค่ะ,negative
แสงโสมเพียวแฮงๆๆๆ แช่อี้แน่,negative
หง่า .. แฟชั่นไม่ร่วมรายการ,negative
หมดผโค้วต้าเดือนมีนาแล้วค่า,negative
หรูอะไรแค่ยาริสคันไม่กี่แสน,negative
ห้องน้ำมีกลิ่นเหม็นเน่าตลอด,negative
หาชุดแพงกว่าไปกินอีกกุว่า55,negative
หาเช่าชุดแพงกว่าค่าแดกไปอีก,negative
หาเบียร์หมีไม่เจออีกโล้วววว,negative
หายอยากบาบีก้อนเลยอีเวนเอ้ย,negative
หิวแต่ไม่อยากกินไก่แมคอะ กำ,negative
ไหนบอกไม่ชอบกินบาบิก้อนไง!!,negative
อยากกิน ก้อรีบหายดิอิเน่า🤣,negative
อยากกินแต่ภูเก็ตไม่มีเสียใจ,negative
อยากสายปิ้งแต่เมืองกาญ มิมี,negative
อย่างเหี้ย😡😡😡ตำรวจหัวควย,negative
อย่าไปกินเลย ขาดทุน ม่ายของ,negative
อย่าไปซื้อแดกครับ เมาชิบหาย,negative
อห.ผ้าอนามัยแดกหมอยกู😭😭😭,negative
ออเจ้า ต้องเสียค่าชุดไทยยนะ,negative
ออนิวดีแมคออโต้อืดทำไงคับ15,negative
อะไรก็ได้ที่ไม่ใช่สเมอร์นอฟ,negative
อะไหล่ แพง เกิน honda. ครับ,negative
อันนี้ถูกกว่า hoegarden 555,negative
อาทิตย์นี้ไม่ว่างน่ะจร๊ะ อด,negative
อิเหี้ยออมทำกูอยากกินเอ็มเค,negative
อีเหี้ย โครตเสียดายเงิน -.-,negative
แอดมินเดอะเฟสช็อปแม่ง 55555,negative
โอยยยยยย นีเวียยยยยยยยยยยยย,negative
ไอ้ใครพิมพ์สมน้ำหน้าตะกี้นะ,negative
555 บ้าบออออตังค์หมดละไม่ใช่,negative
5555 กินอย่างอื่นฟ่า รอบหน้า,negative
5555 คือมันไม่ถูกปากกูเลยอ่ะ,negative
5555 มึงกุถึงบ้านเงินหมดพอดี,negative
GTRอัลลัยหน้าตายังกะnissan Z,negative
Kulov มันแรงเกินบอกได้เลยอวก,negative
ก็คิดว่าจะเปย์ คุณหลอกดาว555,negative
ก็บอกว่าไม่อยากกินเอ็มเคคคคค,negative
กลิ่นแสงโสมเมื่อคืนขมคอมากอะ,negative
กุเกลียดยูเบียร์ รสชาติเหี้ย,negative
กุยอมใช้ผ้าอนามัย ดีกว่า 555,negative
ขั้นต่ำสูงจังครับ ขอบคุณครับ,negative
เข็ดแล้ว..กับนิสสันประเทศไทย,negative
ค่าชุดไทยแพงกว่าส่วนลด555555,negative
ค่าเช่าแพงกว่าค่าแดกอีก55555,negative
คือเบียร์ยูมันไม่อร่อยไง -3-,negative
คือเอ็มเคมันแพงไง 5555555555,negative
คุณก็รู้ "ที่นี่ประเทศไทย"!!,negative
แง ฝีเนื้ออออออ จัวววว กินฝี,negative
จริงๆมึงปวดท้องหิวใช่มั้ย555,negative
ชวนสา ก็ไม่มีใครอยากจะไป เซง,negative
เชียงราย มีแต่หมู ของน้อยมาก,negative
ใช่คะไม่อิ่มเลยแพงมากด้วย 😔,negative
โซนตาก โซนกำแพงเพชร มีไหมค่ะ,negative
ดีนะเกิดมาไม่เคยเข้าบาบีก้อน,negative
ดูแค่รีวิว ผมว่าคงขอผ่าน แย่,negative
เด๋วนี้ นาวาร่า ก็ด้วยนะครับ,negative
แดกละไง...ไม่ใช่รสชาติของเรา,negative
แดกลีโอราคาไฮเนเก้นมานานแร้ว,negative
ได้ค่ะ 5555555 ชุดนี้แพงเนอะ,negative
ตากูบวมตั้งแต่แก้วแรก 55555',negative
ตาดีตาเสียก ธรรมดา 555555555,negative
แต่มีหนอง ??? จากผลอ่านพยาธิ,negative
แต่สปายทำรสไรมาก็ไ่ค่อยอร่อย,negative
แต่เหมือนในชีทเรียนเลยค่ะ555,negative
ถามว่านี่ใช้นีเวียมั้ย ก็ไม่,negative
ถ้าเสียหมื่นนึงก็ไม่ได้กิงนะ,negative
ทางโน้นก็ให้มาเล่นทางนี้ T-T,negative
ทำไมโซฟีคูลลิงเฟรชถึงไม่เย็น,negative
นาวาร่าครับ ติได้เพราะเคยใช้,negative
น้ำสิงห์รสชาติแดกไม่ได้จริงๆ,negative
บริการแย่มากก เป็นหมอได้ไง😤,negative
บางกว่า กระดาษ ก็ เจอ มาแล้ว,negative
บาบีก้อนนนนนนนนนนพยาธิว่ะมึง,negative
เบื่องหลังคาบสั่งห้ามออกสื่อ,negative
ประเทศมากก่าที่ล้าหลัง😅😅😅,negative
ปวดหัวตึบๆเพราะกินสปายแน่นอน,negative
ป้ายแดงก้อแค่ยาริส นึกว่าBMW,negative
โปรไม่โดนเลย เดือนนี้คงอดกิน,negative
ไปกินมาไม่เห็นเหมือนในรูปเลย,negative
ผมขับ 2017 ไม่ดังเท่ารีโว้นะ,negative
พรบคู่ชีวิต คือมึงกั๊กหาอะไร,negative
พอๆ กันเเหละ แพงกว่านิดเดียว,negative
พอก่อน น้ำตาลเต็มตัวแล้ว!!!!,negative
พะอัพในโฆษณาการ์นิเย่แม่ง แง,negative
พากุพักก่อนกะดีน่ะ. อ้วนหลาย,negative
เพื่อนนี่ก็กินสิงห์กันไม่ได้,negative
แพงไม่กิน หมูบาง ไม่มีตัง จน,negative
แพ้ผ้าอนามัยไปอีก #โอ๊ยชีวิต,negative
มันหายกันได้ด้วย พนง เทพ มาก,negative
มิว Xก็เป็น เห็นด้วยอย่างแรง,negative
มีแต่ของอ้วนๆ ไม่เอาด้วยหรอก,negative
มีออเดอร์โดนัทหัวใจอีกละ T_T,negative
แม่งบรรยายซะกูคอแห้งเลย 5555,negative
